album,price,rating,have,want,tier,popularity
George Beverly Shea - George Beverly Shea Sings Hymns Of Sunrise And Sunset,5.99,3.0,8,0,Low Priority,0.0
The Move - Shazam,31.99,4.55,352,176,Top Rated,0.3333333333333333
Rita Coolidge - It's Only Love,4.29,3.83,725,33,Niche/Underground,0.04353562005277045
Eddie Harris - Bad Luck Is All I Have,13.42,4.0,1088,247,Mid-Tier (Popular),0.1850187265917603
Yolandita Monge - Floreciendo!,4.99,5.0,66,10,Niche/Underground,0.13157894736842105
Esther & Abi Ofarim - Cinderella Rockefella,4.39,3.86,193,14,Niche/Underground,0.06763285024154589
Ike & Tina* - 'Nuff Said,6.29,3.93,2735,188,Mid-Tier (Popular),0.06431748203900102
Chico Hamilton - El Chico,55.99,4.48,725,540,Mid-Tier (Popular),0.4268774703557312
Elvis Presley - Elvis Country,9.99,3.95,511,69,Mid-Tier (Popular),0.11896551724137931
Tiger Tiger - Eye Of The Tiger,5.99,4.0,11,9,Niche/Underground,0.45
"Various - The Great Songs Of Christmas, Album Three",2.39,3.58,1974,41,Niche/Underground,0.020347394540942927
Pink Floyd - A Collection Of Great Dance Songs,12.99,4.2,1009,78,Mid-Tier (Popular),0.07175712971481141
John Klemmer - Brazilia,5.99,3.84,1804,186,Mid-Tier (Popular),0.09346733668341708
Charlies - Jail Sessions,34.99,4.11,113,47,Mid-Tier (Popular),0.29375
Andy Gibb - Flowing Rivers,10.99,3.44,153,30,Low Priority,0.16393442622950818
Bobby Bare - Folsom Prison Blues,4.99,3.6,328,8,Niche/Underground,0.023809523809523808
Les McCann Ltd. - Beaux J. Pooboo,4.99,3.58,287,29,Niche/Underground,0.09177215189873418
Sly And The Family Stone* - Life,51.99,0.0,7,93,Low Priority,0.93
Beastie Boys - Licensed To Ill,120.99,4.44,633,1029,Mid-Tier (Popular),0.6191335740072202
Rita Ford's Music Boxes - Christmas With Rita Ford's Music Boxes,1.99,3.87,372,7,Niche/Underground,0.018469656992084433
Piledriver - Metal Inquisition,65.99,4.88,197,86,Top Rated,0.303886925795053
The Forester Sisters - The Forester Sisters,2.99,3.42,305,8,Low Priority,0.025559105431309903
The Dudek Finnigan Krueger Band - Special Tour Sampler,4.99,3.5,101,10,Niche/Underground,0.09009009009009009
"Duane Eddy His ""Twangy"" Guitar & The Rebels* - $1,000,000.00 Worth Of Twang",9.99,4.5,31,14,Niche/Underground,0.3111111111111111
The Judge's Nephews - Los Sobrinos Del Juez,19.99,4.44,121,138,Mid-Tier (Popular),0.5328185328185329
Al Goodman And His Orchestra - Selections from Rodger's and Hammerstein's South Pacific,3.99,0.0,29,1,Low Priority,0.03333333333333333
7 Seconds - The Crew,35.99,4.39,1265,526,Mid-Tier (Popular),0.2936906756002233
Gerry Mulligan And The Concert Jazz Band* Guest Soloist: Zoot Sims - Gerry Mulligan And The Concert Jazz Band On Tour,8.99,4.06,264,23,Niche/Underground,0.08013937282229965
Janis Ian - Aftertones,4.79,3.84,852,19,Niche/Underground,0.021814006888633754
Placido Domingo - A Love Until The End Of Time,2.99,4.0,66,4,Niche/Underground,0.05714285714285714
Rod McKuen - Blessings In Shades Of Green,15.0,5.0,18,4,Niche/Underground,0.18181818181818182
Strauss* – Vienna Philharmonic Orchestra* / Krips* - The Blue Danube,6.99,4.0,25,3,Niche/Underground,0.10714285714285714
"Claudio Monteverdi - L'Orfeo • Favola In Musica, Toccata - Prologo - Atto Ⅰ/Ⅱ",9.99,3.0,30,4,Low Priority,0.11764705882352941
Black Pearl - Live,15.99,3.25,32,65,Low Priority,0.6701030927835051
Loretta Lynn - One's On The Way,18.99,3.69,296,34,Niche/Underground,0.10303030303030303
Gary Morris - Anything Goes,0.99,4.29,420,12,Niche/Underground,0.027777777777777776
Michael Stanley Band - MSB,4.99,3.63,702,25,Niche/Underground,0.0343878954607978
"Leonard Pennario, The Hollywood Bowl Symphony Orchestra - Warsaw Concerto",3.99,2.0,24,0,Low Priority,0.0
Various - The Best Of '66 Volume Two,2.99,3.31,976,11,Low Priority,0.011144883485309016
Henry Mancini - Our Man In Hollywood,1.99,3.4,362,26,Low Priority,0.06701030927835051
Rodgers & Hammerstein - Carousel,7.99,3.63,370,10,Niche/Underground,0.02631578947368421
Stratus - Throwing Shapes,25.99,4.15,196,96,Mid-Tier (Popular),0.3287671232876712
Moms Mabley - The Youngest Teenager,5.99,2.0,20,1,Low Priority,0.047619047619047616
Bob Hastings - Over 40 Of The World's Greatest Children's Songs / 45 Songs Children Love To Sing,5.99,4.67,254,6,Niche/Underground,0.023076923076923078
Ray Conniff And The Singers - Somewhere My Love,3.99,3.44,1939,27,Low Priority,0.013733468972533061
"Phil Frank, William Lorin - New Sounds Of The Corps. Vol. II",75.99,0.0,0,0,Low Priority,
Revolting Cocks - Big Sexy Land,25.99,4.23,1065,457,Mid-Tier (Popular),0.3002628120893561
Johnny Nash - My Merry-Go-Round,5.99,3.71,276,25,Niche/Underground,0.08305647840531562
"Glenn W. Turner - Glenn W. Turner Speaks Out ""You Can Better Your Best""",1.99,2.6,303,13,Low Priority,0.04113924050632911
The Dirt Band - Make A Little Magic,2.99,3.64,1230,31,Niche/Underground,0.02458366375892149
The Gene Page Orchestra - Page 1,7.99,4.2,15,28,Niche/Underground,0.6511627906976745
Bobby Vinton - Roses Are Red,8.99,3.88,522,52,Mid-Tier (Popular),0.09059233449477352
Benny Goodman - Benny Goodman Plays World Favorites In High-Fidelity,3.99,3.92,1191,27,Niche/Underground,0.022167487684729065
Annette - Annette's Beach Party,16.99,3.55,450,98,Mid-Tier (Popular),0.17883211678832117
Jerry Wallace - Bitter Sweet,5.99,0.0,36,5,Low Priority,0.12195121951219512
John Handy - Hard Work,7.99,3.9,172,58,Mid-Tier (Popular),0.25217391304347825
Chalice - Crossfire,15.99,4.0,93,45,Mid-Tier (Popular),0.32608695652173914
Duke Ellington And His Orchestra - In A Mellotone,5.99,3.68,278,24,Niche/Underground,0.07947019867549669
Cher - Cher's Greatest Hits,7.99,3.83,445,26,Niche/Underground,0.055201698513800426
Liberace - Liberace Christmas,3.99,4.67,61,10,Niche/Underground,0.14084507042253522
Amos 'N Andy - 3 Months With Amos 'N Andy,11.99,4.0,91,8,Niche/Underground,0.08080808080808081
Buddy Charles & Ace Harris - Zonky!,6.99,4.0,18,5,Niche/Underground,0.21739130434782608
Eric Carmen - Boats Against The Current,2.99,3.62,1522,41,Niche/Underground,0.026231605886116442
Les Reed And His Orchestra - Love Is All,1.99,4.5,104,15,Niche/Underground,0.12605042016806722
The World Famous Glenn Miller Orchestra* Conducted By Buddy DeFranco - Do You Wanna Dance,1.89,3.45,199,13,Low Priority,0.06132075471698113
Marty Robbins - Just A Little Sentimental,9.49,2.57,101,18,Low Priority,0.15126050420168066
The Merry Macs - The Very Merry Macs Sing Very Merry Melodies,6.99,3.25,44,4,Low Priority,0.08333333333333333
Carmen Mastren - Banjorama,1.99,3.0,104,3,Low Priority,0.028037383177570093
Ecco2k - Cr₂,60.0,4.8,155,49,Top Rated,0.24019607843137256
Zamfir* - The Magic Of Zamfir,5.99,3.65,400,6,Niche/Underground,0.014778325123152709
Little River Band - Little River Band,4.99,3.97,2065,137,Mid-Tier (Popular),0.062216167120799276
The Ghost Opera - The Ghost Opera Company,16.99,4.25,98,148,Mid-Tier (Popular),0.6016260162601627
Fred Waring & The Pennsylvanians - Now Is The Caroling Season,6.99,3.75,157,11,Niche/Underground,0.06547619047619048
The Anita Kerr Singers - A Christmas Story,5.99,4.5,63,11,Niche/Underground,0.14864864864864866
Rod Stewart - Blondes Have More Fun,5.99,3.8,315,20,Niche/Underground,0.05970149253731343
Gladys Knight And The Pips - Anthology,2.99,4.0,233,16,Niche/Underground,0.0642570281124498
"Jeannie Conroy - Jeannie Sings Christmas At Waterville Valley, New Hampshire",1.99,4.67,200,3,Niche/Underground,0.014778325123152709
Various - Eterna Navidad,18.99,0.0,19,6,Low Priority,0.24
José Luís El Puma* - Por Si Volvieras,9.99,4.5,53,7,Niche/Underground,0.11666666666666667
"José Luis Rodríguez - El Idolo ""Atrevete""",1.99,3.5,30,9,Niche/Underground,0.23076923076923078
Michel Dens - Noëls,9.99,4.0,9,0,Niche/Underground,0.0
Miguel Aceves Mejía* Con La Orquesta De Lucio Milena* - Tangos En Bolero A La Manera De Miguel Aceves Mejía,10.99,0.0,12,1,Low Priority,0.07692307692307693
Joe Cain And His Orchestra* - Music From The MGM Motion Picture The Singing Nun,8.99,3.0,27,1,Low Priority,0.03571428571428571
Sex Machine - Gold Album,18.94,4.47,47,38,Niche/Underground,0.4470588235294118
Various - Dallas Cowboys Christmas,14.99,3.5,177,24,Niche/Underground,0.11940298507462686
Accolade De New York - Vol. III,32.99,5.0,4,13,Niche/Underground,0.7647058823529411
The Sherbs - Defying Gravity,3.5,3.4,146,19,Low Priority,0.11515151515151516
Frederic François* - Laisse-moi Vivre Ma Vie,14.99,0.0,9,1,Low Priority,0.1
Las Chicas De Nueva York - Merengue Y Algo Mas,9.99,3.0,43,9,Low Priority,0.17307692307692307
Las Chicas Del Pais - Y Su Nuevo Sonido,8.99,5.0,9,5,Niche/Underground,0.35714285714285715
Spooner Oldham - Pot Luck,66.99,4.44,131,194,Mid-Tier (Popular),0.5969230769230769
Mario Cavallero Et Son Orchestre - Hit Parade Chante - Pop Hits - Vol.5,6.99,3.75,141,16,Niche/Underground,0.10191082802547771
John Senati & His Orchestra - Music For Listening And Dancing,3.99,4.67,98,1,Niche/Underground,0.010101010101010102
Peter Cetera - One More Story,5.99,3.94,524,53,Mid-Tier (Popular),0.09185441941074524
"Norman Habel, Richard Koehneke - For Mature Adults Only",21.99,4.0,15,21,Niche/Underground,0.5833333333333334
Zouti - Zouti,9.99,4.14,134,38,Niche/Underground,0.22093023255813954
The Hollyridge Strings - The New Beatles Song Book,3.99,3.35,348,18,Low Priority,0.04918032786885246
Various - Bless This House,9.99,0.0,25,1,Low Priority,0.038461538461538464
Leftfield - Leftism,119.99,4.64,133,246,Top Rated,0.6490765171503958
Sherbs* - The Skill,1.99,3.46,509,10,Low Priority,0.019267822736030827
Ruben Hernandez - New Day On The Rise,37.99,4.0,46,114,Mid-Tier (Popular),0.7125
Jim Reeves - According To My Heart,5.99,3.52,618,10,Niche/Underground,0.01592356687898089
Merle Haggard And The Strangers - The Legend Of Bonnie & Clyde,23.99,3.53,622,171,Mid-Tier (Popular),0.21563682219419925
No Artist - Sound Effects Volume 3,5.99,2.0,95,18,Low Priority,0.1592920353982301
Various - With A Song...,9.99,3.89,155,3,Niche/Underground,0.0189873417721519
Chet Atkins - The Guitar Genius,7.29,4.05,890,19,Niche/Underground,0.020902090209020903
Lizzy Borden - The Murderess Metal Road Show,39.99,4.46,638,111,Mid-Tier (Popular),0.14819759679572764
Connie Smith - City Lights-Country Favorites,3.99,4.8,132,4,Niche/Underground,0.029411764705882353
Horst Jankowski - More Genius Of Jankowski,2.99,4.21,382,11,Niche/Underground,0.027989821882951654
The Moody Blues - The Present,7.99,3.72,2112,81,Mid-Tier (Popular),0.036935704514363885
Nils Lofgren - Grin - 1+1,6.99,3.69,1020,102,Mid-Tier (Popular),0.09090909090909091
Dean Franconi & His Hollywood Strings - Gone With The Wind And Music From Spectacular Hollywood Films,3.99,2.0,105,1,Low Priority,0.009433962264150943
Beats!!!!* - The Merseyside Sound!,11.99,3.0,236,16,Low Priority,0.06349206349206349
Nat King Cole - Nat King Cole,5.99,3.54,298,8,Niche/Underground,0.026143790849673203
The J. Geils Band - Ladies Invited,5.99,3.81,1508,58,Mid-Tier (Popular),0.037037037037037035
Skeeter Davis - Blueberry Hill And Other Favorites,4.99,3.64,142,7,Niche/Underground,0.04697986577181208
David Houston - David Houston,1.89,2.33,113,2,Low Priority,0.017391304347826087
The Flying Machine - The Flying Machine,23.99,3.68,931,133,Mid-Tier (Popular),0.125
Uncle Bonsai - A Lonely Grain Of Corn,4.99,4.31,345,8,Niche/Underground,0.0226628895184136
Sebastian Temple - The Universe Is Singing,5.99,3.0,41,1,Low Priority,0.023809523809523808
The Dukes Of Dixieland - The Dukes Of Dixieland,4.99,3.0,92,4,Low Priority,0.041666666666666664
Sandy Baron - I Never Let School Interfere... With My Education,1.89,3.0,21,3,Low Priority,0.125
Nancy Wilson - Hello Young Lovers,4.99,4.13,541,64,Mid-Tier (Popular),0.10578512396694215
Steven Halpern - Prelude,6.63,4.43,74,56,Mid-Tier (Popular),0.4307692307692308
Jose Luis Rodriguez* - Dueño De Nada,16.1,4.0,14,4,Niche/Underground,0.2222222222222222
Petula Clark - In Love,1.89,4.0,170,2,Niche/Underground,0.011627906976744186
Jethro Tull - Stand Up,18.99,4.24,1990,176,Mid-Tier (Popular),0.08125577100646353
Alberto Cortez - Castillos En El Aire,6.99,4.44,108,5,Niche/Underground,0.04424778761061947
Herb Alpert And The Tijuana Brass* - Herb Alpert's Ninth,2.99,3.61,2740,50,Mid-Tier (Popular),0.017921146953405017
Wilson Williams - Up The Downstairs,161.99,4.11,83,247,Mid-Tier (Popular),0.7484848484848485
Alberto Cortez - Lo Mejor De Alberto Cortez Vol.2,4.79,4.0,6,0,Niche/Underground,0.0
Elvis* - Elvis Sings For Children And Grownups Too!,6.99,3.46,2028,45,Low Priority,0.02170767004341534
Slade - Nobody's Fools,24.99,4.2,117,70,Mid-Tier (Popular),0.37433155080213903
Cheap Trick - All Shook Up,11.99,3.84,1592,64,Mid-Tier (Popular),0.03864734299516908
Swampwater - Swampwater,9.99,4.0,427,105,Mid-Tier (Popular),0.19736842105263158
The Jeff Beck Group* - Beck-Ola,15.29,4.1,1053,191,Mid-Tier (Popular),0.1535369774919614
Sea Train* - Sea Train,14.21,3.98,738,196,Mid-Tier (Popular),0.20985010706638116
The King Family - The King Family Album,2.99,3.0,79,4,Low Priority,0.04819277108433735
Don Ho - Hawaii's Greatest Hits,3.78,3.84,686,13,Niche/Underground,0.01859799713876967
"Eddie ""The Sheik"" Kochak* - Strictly Belly Dancing",7.57,4.0,70,19,Niche/Underground,0.21348314606741572
"Patti Page - The Family Christmas Package, Patti Page Sings Christmas Favorites, Holiday Carols For Organs & Chimes",10.99,2.0,23,4,Low Priority,0.14814814814814814
Cameo - Word Up!,9.0,4.14,3007,671,Mid-Tier (Popular),0.18243610657966286
East Of Eden - East Of Eden,24.63,4.26,154,123,Mid-Tier (Popular),0.44404332129963897
The Ferko String Band - Happy Days Are Here Again,5.99,4.67,93,5,Niche/Underground,0.05102040816326531
The Master Musicians Of Joujouka* - Brian Jones Presents The Pipes Of Pan At Joujouka,52.99,4.45,129,185,Mid-Tier (Popular),0.589171974522293
Unknown Artist - Homosexuality In The American Male,18.99,5.0,60,42,Top Rated,0.4117647058823529
"Goose Creek Symphony - ""Do Your Thing But Don't Touch Mine""",6.63,3.86,79,11,Niche/Underground,0.12222222222222222
Tom Rush - Tom Rush,9.99,3.9,1214,69,Mid-Tier (Popular),0.05378020265003897
Warren Vaché - Iridescence,4.99,4.5,200,35,Niche/Underground,0.14893617021276595
Yes - Going For The One,3.99,3.96,7576,288,Mid-Tier (Popular),0.03662258392675483
The Rolling Stones - Tattoo You,56.99,3.75,45,119,Mid-Tier (Popular),0.725609756097561
James William Guercio - Electra Glide In Blue,7.99,4.38,190,34,Niche/Underground,0.15178571428571427
Helen Reddy - Live In London,6.99,4.15,221,5,Niche/Underground,0.022123893805309734
Silvia Kohan - Finally Real,4.99,4.8,79,9,Niche/Underground,0.10227272727272728
Raw - Raw Holly,7.99,3.64,209,69,Mid-Tier (Popular),0.24820143884892087
Rick Wakeman - The Six Wives Of Henry VIII,10.99,4.56,198,45,Top Rated,0.18518518518518517
Zini - Better Than A Kick In The Teeth,72.99,4.14,33,75,Mid-Tier (Popular),0.6944444444444444
Woody Herman - Double Exposure,4.99,3.96,429,23,Niche/Underground,0.05088495575221239
Wynton Kelly - Kelly Great,44.99,4.21,108,52,Mid-Tier (Popular),0.325
Don Grolnick Featuring Michael Brecker - Hearts And Numbers,15.49,3.97,465,78,Mid-Tier (Popular),0.143646408839779
Sal Salvador Big Band - You Ain't Heard Nothin' Yet!,9.99,3.5,31,10,Niche/Underground,0.24390243902439024
Sweet Toothe - Testing,47.99,4.75,19,52,Top Rated,0.7323943661971831
Charles Lloyd - Autumn In New York,9.99,0.0,25,18,Low Priority,0.4186046511627907
Andy Narell - Light In Your Eyes,5.99,3.65,398,53,Mid-Tier (Popular),0.11751662971175167
Flora Purim - 500 Miles High,9.99,4.3,137,74,Mid-Tier (Popular),0.35071090047393366
André Previn And His Trio* - Play Music From Lerner & Loewe's Camelot,3.99,3.57,94,4,Niche/Underground,0.04081632653061224
Carmen McRae - As Time Goes By / Carmen McRae Alone - Live At The Dug,14.99,4.5,173,34,Niche/Underground,0.1642512077294686
Tony Bennett With Count Basie And His Orchestra* - In Person!,3.99,5.0,32,8,Niche/Underground,0.2
Sarah Vaughan - Broken Hearted Melody,4.99,3.8,276,14,Niche/Underground,0.04827586206896552
Silent Partner - Hung By A Thread,48.99,4.19,84,114,Mid-Tier (Popular),0.5757575757575758
Jimmy Dean - Greatest Hits,5.99,3.94,746,7,Niche/Underground,0.009296148738379814
Dan Rose - Close Opposites,15.99,4.57,44,60,Top Rated,0.5769230769230769
"Ronnie Aldrich And His Two Pianos* With The London Festival Orchestra* - This Way ""In""",3.99,3.91,192,13,Niche/Underground,0.06341463414634146
Mike Kennedy - Louisiana,2.99,4.0,13,3,Niche/Underground,0.1875
Various - Original Rock & Roll,0.99,3.8,64,2,Niche/Underground,0.030303030303030304
"UFO - The Wild, The Willing And The Innocent",19.99,3.79,2251,93,Mid-Tier (Popular),0.03967576791808874
Laurindo Almeida - Reverie For Spanish Guitars,4.99,3.6,143,14,Niche/Underground,0.08917197452229299
Maurice Williams & The Zodiacs - The Best Of Maurice Williams & The Zodiacs,6.99,4.1,164,36,Niche/Underground,0.18
Cat Mother And The All Night Newsboys* - The Street Giveth.. And The Street Taketh Away,9.99,3.68,1396,185,Mid-Tier (Popular),0.11701454775458571
Julie Andrews / Giorgio Tozzi - Rose-Marie,1.89,0.0,60,5,Low Priority,0.07692307692307693
The Hawaiian Islanders - Soul Of Hawaii,12.99,4.0,177,16,Niche/Underground,0.08290155440414508
Various - Echoes Of A Rock Era: The Middle Years,3.99,4.55,189,8,Niche/Underground,0.04060913705583756
Contraband - Nothing To Hide,5.99,4.33,77,37,Niche/Underground,0.32456140350877194
Philly Joe Jones Sextet - Blues For Dracula,41.99,5.0,23,48,Top Rated,0.676056338028169
Paul Anka - Paul Anka's 21 Golden Hits,6.99,3.88,864,55,Mid-Tier (Popular),0.05984766050054407
Elvis Presley - Paul Lichter's Elvis Memories Are Forever,6.99,4.38,147,19,Niche/Underground,0.1144578313253012
Al Hirt - Raw Sugar / Sweet Sauce / Banana Pudd'n',1.99,3.58,270,17,Niche/Underground,0.059233449477351915
Uriah Heep - Look At Yourself,14.99,4.21,1981,248,Mid-Tier (Popular),0.11126065500224316
"Offenbach*, Metropolitan Opera Orchestra* And Chorus*, Jean Morel, Laurel Hurley, Rosalind Elias, Lucine Amara, Helen Vanni, Sandra Warfield, Jon Crain, Martial Singher, Charles Anthony, Paul Franke, Clifford Harvuot, Norman Scott, Jules Barbier, John Gutman - The Tales Of Hoffmann",9.99,3.83,132,2,Niche/Underground,0.014925373134328358
Beto And The Fairlanes - Midnight Lunch,5.99,3.8,87,52,Mid-Tier (Popular),0.37410071942446044
Gene Pitney - Looking Through The Eyes Of Love,6.99,3.5,59,6,Niche/Underground,0.09230769230769231
Patsy Cline / Johnny Horton / Cowboy Copas - Gone But Not Forgotten,5.99,4.4,141,10,Niche/Underground,0.06622516556291391
Charlie Rich - So Lonesome I Could Cry,5.99,4.33,52,18,Niche/Underground,0.2571428571428571
Angela Bofill - Too Tough,3.99,3.94,1441,198,Mid-Tier (Popular),0.12080536912751678
James Gang - Jesse Come Home,6.99,3.67,800,97,Mid-Tier (Popular),0.10813823857302118
Pretenders* - Alone,124.99,3.99,1028,119,Mid-Tier (Popular),0.1037489102005231
Jay & The Americans - Jay & The Americans!!,1.99,3.63,127,6,Niche/Underground,0.045112781954887216
Mallard - In A Different Climate,5.99,4.42,156,48,Mid-Tier (Popular),0.23529411764705882
The New Commander Cody Band* - Rock N' Roll Again,4.99,4.0,74,3,Niche/Underground,0.03896103896103896
Pink Floyd - Atom Heart Mother = 原子心母,41.99,4.34,258,646,Mid-Tier (Popular),0.7146017699115044
Airto* - Free,34.99,4.24,1376,549,Mid-Tier (Popular),0.28519480519480517
Rick James - Throwin' Down,10.0,4.02,3683,477,Mid-Tier (Popular),0.11466346153846153
