album,price,rating,have,want,genre
"Los Melódicos - El Sabor Tentador De Los Melódicos (LP, Album)",$4.99,Rated: 5.00,45 have,10 want,N/A
"Ian Dogole - Dangerous Ground (LP, Album)",$39.99,Rated: 4.20,49 have,93 want,N/A
Albert Lortzing - Zar Und Zimmermann (LP),$10.99,Rated: 4.75,101 have,6 want,N/A
"Night Ranger - 7 Wishes (LP, Album, Pin)",$7.99,Rated: 3.96,2553 have,50 want,N/A
"Various - Footloose (Original Motion Picture Soundtrack) (LP, Comp, Pit)",$5.99,Rated: 3.90,12205 have,884 want,N/A
Gomez From Paraguay - Fabulous! (LP),$16.99,N/A,8 have,1 want,N/A
"Dokken - Back For The Attack (LP, Album, SP )",$21.99,Rated: 4.22,4539 have,390 want,N/A
"Various - Battlestar Galactica (Original Soundtrack) (LP, Album)",$10.99,Rated: 3.53,631 have,109 want,N/A
"Loretta Lynn - Woman Of The World / To Make A Man (LP, Album, Pin)",$10.99,Rated: 4.00,107 have,21 want,N/A
"Various - أغاني من اليمن  = Music From Yemen Arabia: Sanaani, Laheji, Adeni (LP)",$26.99,Rated: 4.50,95 have,133 want,N/A
"Crocodile Shop - Lullaby (LP, Album)",$8.00,Rated: 4.22,95 have,33 want,N/A
"Pappo's Blues - Volumen VI (LP, Album, RE, RM)",$39.99,Rated: 4.56,138 have,69 want,N/A
"Various - The Wonderful World Of Christmas (LP, Album, Comp, Los)",$8.99,N/A,26 have,1 want,N/A
"Beethoven*, Jean-Pierre Rampal, Alain Marion, Christian Lardé, Paul Hongne, Robert Veyron-Lacroix - Chamber Music For Flute (Complete) (3xLP + Box)",$4.99,N/A,24 have,2 want,N/A
"Don Fortino And His Orchestra - Marimba Mexico (LP, Album)",$4.99,N/A,18 have,2 want,N/A
"Scott Joplin, Marvin Hamlisch - The Sting (Original Motion Picture Soundtrack) (LP, Album, RE, Pin)",$2.99,Rated: 4.00,364 have,19 want,N/A
"Led Zeppelin - In Through The Out Door (LP, Album, ""D"")",$19.99,Rated: 4.29,997 have,287 want,N/A
"Carlos Gardel - Carlos Gardel Volumen 15 (LP, Comp, Mono)",$21.99,N/A,2 have,N/A,N/A
"Miguel Aceves Mejia, Mariachi Vargas de Tecalitlán, Mariachi Mexico, Mariachi Pulido - Canta Romances Rancheros Vol. IX (LP)",$11.99,Rated: 5.00,28 have,N/A,N/A
"Segovia* - Golden Jubilee (3xLP, Comp, RP + Box)",$21.99,Rated: 4.29,171 have,11 want,N/A
"Alberto Vazquez* - Ven Amorcito, Ven (LP)",$4.99,N/A,11 have,1 want,N/A
"Various - Something Festive (LP, Comp, Ltd)",$5.29,Rated: 3.38,237 have,23 want,N/A
"Offenbach* - Le Ballet Francais Orchestre, P. Montiel* - Gaité Parisienne (LP, RP)",$5.99,Rated: 3.50,103 have,4 want,N/A
"Various - Music Power (LP, Album, Comp, Ltd)",$3.99,Rated: 4.43,102 have,14 want,N/A
"Streisand* - Guilty (LP, Album, Ter)",$5.99,Rated: 3.90,1516 have,78 want,N/A
"John Barry - Octopussy (Original Motion Picture Soundtrack) (LP, Album, Mon)",$15.99,Rated: 3.67,182 have,83 want,N/A
"Tracy Nelson - Mother Earth Presents Tracy Nelson Country (LP, Album)",$6.99,Rated: 4.33,77 have,14 want,N/A
"Charles Earland - Odyssey (LP, Album, Ter)",$15.99,Rated: 4.40,337 have,327 want,N/A
"Judas Priest - Turbo (LP, Album, Pit)",$21.99,Rated: 4.08,6076 have,409 want,N/A
"Benny Hester - Benny... (LP, Album, Gat)",$39.99,Rated: 4.50,55 have,75 want,N/A
"Martin Luther King* - At Local 1199 (LP, Album)",$10.99,Rated: 5.00,24 have,42 want,N/A
"Peggy Lee - Once More With Feeling (LP, Comp, RE)",$3.99,Rated: 4.06,389 have,14 want,N/A
"The 4 Seasons* - The 4 Seasons' Gold Vault Of Hits (LP, Comp, RE, RP, Mer)",$2.99,Rated: 3.86,2234 have,20 want,N/A
"George Beverly Shea - George Beverly Shea Sings Hymns Of Sunrise And Sunset (LP, Album, RE)",$5.99,Rated: 3.00,8 have,N/A,N/A
"The Move - Shazam (LP, Album, RE, RM, 180)",$31.99,Rated: 4.55,352 have,176 want,N/A
"Rita Coolidge - It's Only Love (LP, Album, Ter)",$4.29,Rated: 3.83,725 have,33 want,N/A
"Eddie Harris - Bad Luck Is All I Have (LP, Album, Pre)",$13.42,Rated: 4.00,1088 have,247 want,N/A
Yolandita Monge - Floreciendo! (LP),$4.99,Rated: 5.00,66 have,10 want,N/A
"Esther & Abi Ofarim - Cinderella Rockefella (LP, Album)",$4.39,Rated: 3.86,193 have,14 want,N/A
"Ike & Tina* - 'Nuff Said (LP, Album, Gat)",$6.29,Rated: 3.93,2735 have,188 want,N/A
"Chico Hamilton - El Chico (LP, Album)",$55.99,Rated: 4.48,725 have,540 want,N/A
"Elvis Presley - Elvis Country (I'm 10,000 Years Old) (LP, Album, RE, Uni)",$9.99,Rated: 3.95,511 have,69 want,N/A
"Tiger Tiger - Eye Of The Tiger (LP, Promo)",$5.99,Rated: 4.00,11 have,9 want,N/A
"Various - The Great Songs Of Christmas, Album Three (LP, Album, Comp, Ltd, Pit)",$2.39,Rated: 3.58,1974 have,41 want,N/A
"Pink Floyd - A Collection Of Great Dance Songs (LP, Comp, RP, Pit)",$12.99,Rated: 4.20,1009 have,78 want,N/A
"John Klemmer - Brazilia (LP, Album, Pic)",$5.99,Rated: 3.84,1804 have,186 want,N/A
"Charlies - Jail Sessions (LP, Album, Ltd, Num)",$34.99,Rated: 4.11,113 have,47 want,N/A
"Andy Gibb - Flowing Rivers (LP, Album, PRC)",$10.99,Rated: 3.44,153 have,30 want,N/A
"Bobby Bare - Folsom Prison Blues (LP, Album, RE)",$4.99,Rated: 3.60,328 have,8 want,N/A
"Les McCann Ltd. - Beaux J. Pooboo (LP, Album, RE, Ter)",$4.99,Rated: 3.58,287 have,29 want,N/A
"Sly And The Family Stone* - Life (LP, Album, Unofficial)",$51.99,N/A,7 have,93 want,N/A
"Beastie Boys - Licensed To Ill (LP, Album)",$120.99,Rated: 4.44,633 have,1029 want,N/A
"Rita Ford's Music Boxes - Christmas With Rita Ford's Music Boxes (LP, Album, RE)",$1.99,Rated: 3.87,372 have,7 want,N/A
"Piledriver (2) - Metal Inquisition (LP, Album, Alt)",$65.99,Rated: 4.88,197 have,86 want,N/A
"The Forester Sisters - The Forester Sisters (LP, Album, All)",$2.99,Rated: 3.42,305 have,8 want,N/A
"The Dudek Finnigan Krueger Band - Special Tour Sampler (LP, Comp, Promo)",$4.99,Rated: 3.50,101 have,10 want,N/A
"Duane Eddy His ""Twangy"" Guitar & The Rebels* - $1,000,000.00 Worth Of Twang (LP, Album, Mono, MP)",$9.99,Rated: 4.50,31 have,14 want,N/A
"The Judge's Nephews - Los Sobrinos Del Juez (LP, Album)",$19.99,Rated: 4.44,121 have,138 want,N/A
"Al Goodman And His Orchestra - Selections from Rodger's and Hammerstein's South Pacific (LP, Album, Sou)",$3.99,N/A,29 have,1 want,N/A
"7 Seconds - The Crew (LP, Album)",$35.99,Rated: 4.39,1265 have,526 want,N/A
"Gerry Mulligan And The Concert Jazz Band* Guest Soloist: Zoot Sims - Gerry Mulligan And The Concert Jazz Band On Tour (LP, Album, Mono)",$8.99,Rated: 4.06,264 have,23 want,N/A
"Janis Ian - Aftertones (LP, Album, San)",$4.79,Rated: 3.84,852 have,19 want,N/A
"Placido Domingo - A Love Until The End Of Time (LP, Comp, Car)",$2.99,Rated: 4.00,66 have,4 want,N/A
"Rod McKuen - Blessings In Shades Of Green (LP, Uni)",$15.00,Rated: 5.00,18 have,4 want,N/A
"Strauss* – Vienna Philharmonic Orchestra* / Krips* - The Blue Danube (LP, RE, RP)",$6.99,Rated: 4.00,25 have,3 want,N/A
"Claudio Monteverdi - L'Orfeo • Favola In Musica, Toccata - Prologo - Atto Ⅰ/Ⅱ (LP, Mono)",$9.99,Rated: 3.00,30 have,4 want,N/A
"Black Pearl (9) - Live (LP, Album, Promo)",$15.99,Rated: 3.25,32 have,65 want,N/A
"Loretta Lynn - One's On The Way (LP, Album)",$18.99,Rated: 3.69,296 have,34 want,N/A
"Gary Morris - Anything Goes (LP, Album)",$0.99,Rated: 4.29,420 have,12 want,N/A
"Michael Stanley Band - MSB (LP, Album, Win)",$4.99,Rated: 3.63,702 have,25 want,N/A
"Leonard Pennario, The Hollywood Bowl Symphony Orchestra - Warsaw Concerto (LP, Comp)",$3.99,Rated: 2.00,24 have,N/A,N/A
"Various - The Best Of '66 Volume Two (LP, Comp)",$2.99,Rated: 3.31,976 have,11 want,N/A
"Henry Mancini - Our Man In Hollywood (LP, Album, Mono)",$1.99,Rated: 3.40,362 have,26 want,N/A
"Rodgers & Hammerstein - Carousel (From The Sound Track Of The Motion Picture) (LP, Album, RE)",$7.99,Rated: 3.63,370 have,10 want,N/A
"Stratus (5) - Throwing Shapes (LP, Album)",$25.99,Rated: 4.15,196 have,96 want,N/A
"Moms Mabley - The Youngest Teenager (LP, Album)",$5.99,Rated: 2.00,20 have,1 want,N/A
"Bob Hastings - Over 40 Of The World's Greatest Children's Songs / 45 Songs Children Love To Sing (2xLP, Album, Comp)",$5.99,Rated: 4.67,254 have,6 want,N/A
"Ray Conniff And The Singers - Somewhere My Love (LP, Album)",$3.99,Rated: 3.44,1939 have,27 want,N/A
"Phil Frank (2), William Lorin - New Sounds Of The Corps. Vol. II (LP, S/Sided, Album, Promo)",$75.99,N/A,N/A,N/A,N/A
"Revolting Cocks - Big Sexy Land (LP, Album)",$25.99,Rated: 4.23,1065 have,457 want,N/A
"Johnny Nash - My Merry-Go-Round (LP, Album, Pit)",$5.99,Rated: 3.71,276 have,25 want,N/A
"Glenn W. Turner - Glenn W. Turner Speaks Out ""You Can Better Your Best"" (LP)",$1.99,Rated: 2.60,303 have,13 want,N/A
"The Dirt Band - Make A Little Magic (LP, Album, All)",$2.99,Rated: 3.64,1230 have,31 want,N/A
"The Gene Page Orchestra - Page 1 (LP, Album, Promo)",$7.99,Rated: 4.20,15 have,28 want,N/A
"Bobby Vinton - Roses Are Red (LP, Album)",$8.99,Rated: 3.88,522 have,52 want,N/A
"Benny Goodman - Benny Goodman Plays World Favorites In High-Fidelity (LP, Album, Mono)",$3.99,Rated: 3.92,1191 have,27 want,N/A
"Annette (7) - Annette's Beach Party (LP, Album, Mono, RP)",$16.99,Rated: 3.55,450 have,98 want,N/A
"Jerry Wallace - Bitter Sweet (LP, Album)",$5.99,N/A,36 have,5 want,N/A
"John Handy - Hard Work (LP, Album, San)",$7.99,Rated: 3.90,172 have,58 want,N/A
"Chalice (3) - Crossfire (LP, Album)",$15.99,Rated: 4.00,93 have,45 want,N/A
"Duke Ellington And His Orchestra - In A Mellotone (LP, Comp, Mono, RE)",$5.99,Rated: 3.68,278 have,24 want,N/A
"Cher - Cher's Greatest Hits (LP, Comp)",$7.99,Rated: 3.83,445 have,26 want,N/A
"Liberace - Liberace Christmas (LP, Album)",$3.99,Rated: 4.67,61 have,10 want,N/A
"Amos 'N Andy - 3 Months With Amos 'N Andy (3xLP, Mono + Box)",$11.99,Rated: 4.00,91 have,8 want,N/A
"Buddy Charles & Ace Harris - Zonky! (LP, Album)",$6.99,Rated: 4.00,18 have,5 want,N/A
"Eric Carmen - Boats Against The Current (LP, Album, All)",$2.99,Rated: 3.62,1522 have,41 want,N/A
"Les Reed And His Orchestra - Love Is All (LP, Album, Gat)",$1.99,Rated: 4.50,104 have,15 want,N/A
"The World Famous Glenn Miller Orchestra* Conducted By Buddy DeFranco - Do You Wanna Dance (LP, Gat)",$1.89,Rated: 3.45,199 have,13 want,N/A
"Marty Robbins - Just A Little Sentimental (LP, Album, Mono)",$9.49,Rated: 2.57,101 have,18 want,N/A
"The Merry Macs - The Very Merry Macs Sing Very Merry Melodies (LP, Album, Mono)",$6.99,Rated: 3.25,44 have,4 want,N/A
"Carmen Mastren - Banjorama (LP, Album)",$1.99,Rated: 3.00,104 have,3 want,N/A
"Ecco2k - Cr₂ (Live) (LP, EP)",$60.00,Rated: 4.80,155 have,49 want,N/A
"Zamfir* - The Magic Of Zamfir (LP, Comp)",$5.99,Rated: 3.65,400 have,6 want,N/A
"Little River Band - Little River Band (LP, Album)",$4.99,Rated: 3.97,2065 have,137 want,N/A
"The Ghost Opera - The Ghost Opera Company (LP, Album)",$16.99,Rated: 4.25,98 have,148 want,N/A
"Fred Waring & The Pennsylvanians - Now Is The Caroling Season (LP, Album)",$6.99,Rated: 3.75,157 have,11 want,N/A
"The Anita Kerr Singers - A Christmas Story (LP, Album)",$5.99,Rated: 4.50,63 have,11 want,N/A
"Rod Stewart - Blondes Have More Fun (LP, Album, Gat)",$5.99,Rated: 3.80,315 have,20 want,N/A
"Gladys Knight And The Pips - Anthology (2xLP, Comp, San)",$2.99,Rated: 4.00,233 have,16 want,N/A
"Jeannie Conroy - Jeannie Sings Christmas At Waterville Valley, New Hampshire (LP, Album)",$1.99,Rated: 4.67,200 have,3 want,N/A
"Various - Eterna Navidad (LP, Comp)",$18.99,N/A,19 have,6 want,N/A
"José Luís El Puma* - Por Si Volvieras (LP, Album)",$9.99,Rated: 4.50,53 have,7 want,N/A
"José Luis Rodríguez - El Idolo ""Atrevete"" (LP, Album, Gat)",$1.99,Rated: 3.50,30 have,9 want,N/A
Michel Dens - Noëls (LP),$9.99,Rated: 4.00,9 have,N/A,N/A
Miguel Aceves Mejía* Con La Orquesta De Lucio Milena* - Tangos En Bolero A La Manera De Miguel Aceves Mejía (LP),$10.99,N/A,12 have,1 want,N/A
"Joe Cain And His Orchestra* - Music From The MGM Motion Picture The Singing Nun  (LP, Album)",$8.99,Rated: 3.00,27 have,1 want,N/A
Sex Machine (2) - Gold Album (LP),$18.94,Rated: 4.47,47 have,38 want,N/A
Various - Dallas Cowboys Christmas (LP),$14.99,Rated: 3.50,177 have,24 want,N/A
"Accolade De New York - Vol. III (LP, Album)",$32.99,Rated: 5.00,4 have,13 want,N/A
"The Sherbs - Defying Gravity (LP, Album, Spe)",$3.50,Rated: 3.40,146 have,19 want,N/A
"Frederic François* - Laisse-moi Vivre Ma Vie (LP, Comp)",$14.99,N/A,9 have,1 want,N/A
"Las Chicas De Nueva York - Merengue Y Algo Mas (LP, Album)",$9.99,Rated: 3.00,43 have,9 want,N/A
"Las Chicas Del Pais - Y Su Nuevo Sonido (LP, Album)",$8.99,Rated: 5.00,9 have,5 want,N/A
"Spooner Oldham - Pot Luck (LP, Album)",$66.99,Rated: 4.44,131 have,194 want,N/A
"Mario Cavallero Et Son Orchestre - Hit Parade Chante - Pop Hits - Vol.5 (LP, Album)",$6.99,Rated: 3.75,141 have,16 want,N/A
John Senati & His Orchestra - Music For Listening And Dancing (LP),$3.99,Rated: 4.67,98 have,1 want,N/A
"Peter Cetera - One More Story (LP, Album, emb)",$5.99,Rated: 3.94,524 have,53 want,N/A
"Norman Habel, Richard Koehneke - For Mature Adults Only (LP)",$21.99,Rated: 4.00,15 have,21 want,N/A
Zouti - Zouti (LP),$9.99,Rated: 4.14,134 have,38 want,N/A
"The Hollyridge Strings - The New Beatles Song Book (LP, Album, Mono)",$3.99,Rated: 3.35,348 have,18 want,N/A
"Various - Bless This House (LP, Album)",$9.99,N/A,25 have,1 want,N/A
"Leftfield - Leftism (2xLP, Album, Ltd, RE)",$119.99,Rated: 4.64,133 have,246 want,N/A
"Sherbs* - The Skill (LP, Album, Spe)",$1.99,Rated: 3.46,509 have,10 want,N/A
"Ruben Hernandez (4) - New Day On The Rise (LP, Album)",$37.99,Rated: 4.00,46 have,114 want,N/A
"Jim Reeves - According To My Heart (LP, Album)",$5.99,Rated: 3.52,618 have,10 want,N/A
Merle Haggard And The Strangers (5) - The Legend Of Bonnie & Clyde (LP),$23.99,Rated: 3.53,622 have,171 want,N/A
"No Artist - Sound Effects Volume 3 (LP, RE)",$5.99,Rated: 2.00,95 have,18 want,N/A
"Various - With A Song... (LP, Comp)",$9.99,Rated: 3.89,155 have,3 want,N/A
"Chet Atkins - The Guitar Genius (LP, Album, RE)",$7.29,Rated: 4.05,890 have,19 want,N/A
"Lizzy Borden - The Murderess Metal Road Show (2xLP, Album, Gat)",$39.99,Rated: 4.46,638 have,111 want,N/A
"Connie Smith - City Lights-Country Favorites (LP, Album, Comp)",$3.99,Rated: 4.80,132 have,4 want,N/A
"Horst Jankowski - More Genius Of Jankowski (LP, Album)",$2.99,Rated: 4.21,382 have,11 want,N/A
"The Moody Blues - The Present (LP, Album, 26 )",$7.99,Rated: 3.72,2112 have,81 want,N/A
"Nils Lofgren - Grin - 1+1 (LP, Album, Gre)",$6.99,Rated: 3.69,1020 have,102 want,N/A
Dean Franconi & His Hollywood Strings - Gone With The Wind And Music From Spectacular Hollywood Films (LP),$3.99,Rated: 2.00,105 have,1 want,N/A
"Beats!!!!* - The Merseyside Sound! (LP, Album, Mono, No )",$11.99,Rated: 3.00,236 have,16 want,N/A
"Nat King Cole - Nat King Cole (LP, Comp)",$5.99,Rated: 3.54,298 have,8 want,N/A
"The J. Geils Band - Ladies Invited (LP, Album, RI )",$5.99,Rated: 3.81,1508 have,58 want,N/A
"Skeeter Davis - Blueberry Hill And Other Favorites (LP, Album, Comp, RE)",$4.99,Rated: 3.64,142 have,7 want,N/A
"David Houston - David Houston (LP, Comp)",$1.89,Rated: 2.33,113 have,2 want,N/A
"The Flying Machine - The Flying Machine (LP, Album)",$23.99,Rated: 3.68,931 have,133 want,N/A
"Uncle Bonsai - A Lonely Grain Of Corn (LP, Album)",$4.99,Rated: 4.31,345 have,8 want,N/A
"Sebastian Temple - The Universe Is Singing (12 Songs In The Spirit Of Teilhard De Chardin) (LP, Album)",$5.99,Rated: 3.00,41 have,1 want,N/A
"The Dukes Of Dixieland - The Dukes Of Dixieland (LP, Album)",$4.99,Rated: 3.00,92 have,4 want,N/A
Sandy Baron - I Never Let School Interfere... With My Education (LP),$1.89,Rated: 3.00,21 have,3 want,N/A
"Nancy Wilson - Hello Young Lovers (LP, Album, Mono, Scr)",$4.99,Rated: 4.13,541 have,64 want,N/A
Steven Halpern - Prelude (LP),$6.63,Rated: 4.43,74 have,56 want,N/A
"Jose Luis Rodriguez* - Dueño De Nada (LP, Album)",$16.10,Rated: 4.00,14 have,4 want,N/A
"Petula Clark - In Love (LP, Comp, Club)",$1.89,Rated: 4.00,170 have,2 want,N/A
"Jethro Tull - Stand Up (LP, Album, RE, Pit)",$18.99,Rated: 4.24,1990 have,176 want,N/A
"Alberto Cortez - Castillos En El Aire (LP, Album)",$6.99,Rated: 4.44,108 have,5 want,N/A
"Herb Alpert And The Tijuana Brass* - Herb Alpert's Ninth (LP, Album, Ter)",$2.99,Rated: 3.61,2740 have,50 want,N/A
"Wilson Williams - Up The Downstairs (LP, Album)",$161.99,Rated: 4.11,83 have,247 want,N/A
"Alberto Cortez - Lo Mejor De Alberto Cortez Vol.2 (LP, Comp)",$4.79,Rated: 4.00,6 have,N/A,N/A
"Elvis* - Elvis Sings For Children And Grownups Too! (LP, Comp, Ind)",$6.99,Rated: 3.46,2028 have,45 want,N/A
"Slade - Nobody's Fools (LP, Album, Promo)",$24.99,Rated: 4.20,117 have,70 want,N/A
"Cheap Trick - All Shook Up (LP, Album)",$11.99,Rated: 3.84,1592 have,64 want,N/A
"Swampwater - Swampwater (LP, Album, Hol)",$9.99,Rated: 4.00,427 have,105 want,N/A
"The Jeff Beck Group* - Beck-Ola (LP, Album, Ter)",$15.29,Rated: 4.10,1053 have,191 want,N/A
"Sea Train* - Sea Train (LP, Album)",$14.21,Rated: 3.98,738 have,196 want,N/A
"The King Family - The King Family Album (LP, Mono)",$2.99,Rated: 3.00,79 have,4 want,N/A
"Don Ho - Hawaii's Greatest Hits (LP, Album, Gat)",$3.78,Rated: 3.84,686 have,13 want,N/A
"Eddie ""The Sheik"" Kochak* - Strictly Belly Dancing (Ya Habibi #2) (LP, Album)",$7.57,Rated: 4.00,70 have,19 want,N/A
"Patti Page - The Family Christmas Package, Patti Page Sings Christmas Favorites, Holiday Carols For Organs & Chimes (2xLP, Comp)",$10.99,Rated: 2.00,23 have,4 want,N/A
"Cameo - Word Up! (LP, Album, 53-)",$9.00,Rated: 4.14,3007 have,671 want,N/A
"East Of Eden (2) - East Of Eden (LP, Album)",$24.63,Rated: 4.26,154 have,123 want,N/A
The Ferko String Band - Happy Days Are Here Again (LP),$5.99,Rated: 4.67,93 have,5 want,N/A
"The Master Musicians Of Joujouka* - Brian Jones Presents The Pipes Of Pan At Joujouka (LP, Promo)",$52.99,Rated: 4.45,129 have,185 want,N/A
"Unknown Artist - Homosexuality In The American Male (LP, Mono)",$18.99,Rated: 5.00,60 have,42 want,N/A
"Goose Creek Symphony - ""Do Your Thing But Don't Touch Mine"" (LP, Album, Promo)",$6.63,Rated: 3.86,79 have,11 want,N/A
"Tom Rush - Tom Rush (LP, Album, Ter)",$9.99,Rated: 3.90,1214 have,69 want,N/A
"Warren Vaché - Iridescence (LP, Album)",$4.99,Rated: 4.50,200 have,35 want,N/A
"Yes - Going For The One (LP, Album, Spe)",$3.99,Rated: 3.96,7576 have,288 want,N/A
"The Rolling Stones - Tattoo You (LP, Album)",$56.99,Rated: 3.75,45 have,119 want,N/A
"James William Guercio - Electra Glide In Blue (Original Motion Picture Soundtrack) (LP, Album, All)",$7.99,Rated: 4.38,190 have,34 want,N/A
"Helen Reddy - Live In London (2xLP, Album, Club, CRC)",$6.99,Rated: 4.15,221 have,5 want,N/A
"Silvia Kohan - Finally Real (LP, Album)",$4.99,Rated: 4.80,79 have,9 want,N/A
"Raw (22) - Raw Holly (LP, Album)",$7.99,Rated: 3.64,209 have,69 want,N/A
"Rick Wakeman - The Six Wives Of Henry VIII (LP, Album, RE, R -)",$10.99,Rated: 4.56,198 have,45 want,N/A
"Zini (2) - Better Than A Kick In The Teeth (LP, Album)",$72.99,Rated: 4.14,33 have,75 want,N/A
"Woody Herman - Double Exposure (2xLP, Comp)",$4.99,Rated: 3.96,429 have,23 want,N/A
"Wynton Kelly - Kelly Great (LP, Album, RE)",$44.99,Rated: 4.21,108 have,52 want,N/A
"Don Grolnick Featuring Michael Brecker - Hearts And Numbers (LP, Album)",$15.49,Rated: 3.97,465 have,78 want,N/A
"Sal Salvador Big Band - You Ain't Heard Nothin' Yet! (LP, Album, Mono)",$9.99,Rated: 3.50,31 have,10 want,N/A
"Sweet Toothe - Testing (LP, Blu)",$47.99,Rated: 4.75,19 have,52 want,N/A
"Charles Lloyd - Autumn In New York (LP, Album, Promo)",$9.99,N/A,25 have,18 want,N/A
"Andy Narell - Light In Your Eyes (LP, Album)",$5.99,Rated: 3.65,398 have,53 want,N/A
"Flora Purim - 500 Miles High  (LP, Album)",$9.99,Rated: 4.30,137 have,74 want,N/A
"André Previn And His Trio* - Play Music From Lerner & Loewe's Camelot (LP, Album, RE)",$3.99,Rated: 3.57,94 have,4 want,N/A
"Carmen McRae - As Time Goes By / Carmen McRae Alone - Live At The Dug (LP, Album)",$14.99,Rated: 4.50,173 have,34 want,N/A
"Tony Bennett With Count Basie And His Orchestra* - In Person! (LP, Album, Ter)",$3.99,Rated: 5.00,32 have,8 want,N/A
"Sarah Vaughan - Broken Hearted Melody (LP, Comp)",$4.99,Rated: 3.80,276 have,14 want,N/A
"Silent Partner (3) - Hung By A Thread (LP, Album)",$48.99,Rated: 4.19,84 have,114 want,N/A
"Jimmy Dean - Greatest Hits (LP, Comp, Ter)",$5.99,Rated: 3.94,746 have,7 want,N/A
Dan Rose (3) - Close Opposites (LP),$15.99,Rated: 4.57,44 have,60 want,N/A
"Ronnie Aldrich And His Two Pianos* With The London Festival Orchestra* - This Way ""In"" (LP, Album, Gat)",$3.99,Rated: 3.91,192 have,13 want,N/A
"Mike Kennedy - Louisiana (LP, Album, Promo, Whi)",$2.99,Rated: 4.00,13 have,3 want,N/A
"Various - Original Rock & Roll (LP, Comp)",$0.99,Rated: 3.80,64 have,2 want,N/A
"UFO (5) - The Wild, The Willing And The Innocent (LP, Album)",$19.99,Rated: 3.79,2251 have,93 want,N/A
"Laurindo Almeida - Reverie For Spanish Guitars (LP, Album, Scr)",$4.99,Rated: 3.60,143 have,14 want,N/A
"Maurice Williams & The Zodiacs - The Best Of Maurice Williams & The Zodiacs (LP, Comp)",$6.99,Rated: 4.10,164 have,36 want,N/A
"Cat Mother And The All Night Newsboys* - The Street Giveth.. And The Street Taketh Away (LP, Album, Son)",$9.99,Rated: 3.68,1396 have,185 want,N/A
"Julie Andrews / Giorgio Tozzi - Rose-Marie (LP, Album)",$1.89,N/A,60 have,5 want,N/A
The Hawaiian Islanders - Soul Of Hawaii (LP),$12.99,Rated: 4.00,177 have,16 want,N/A
"Various - Echoes Of A Rock Era: The Middle Years (2xLP, Comp)",$3.99,Rated: 4.55,189 have,8 want,N/A
"Contraband (8) - Nothing To Hide (LP, Album)",$5.99,Rated: 4.33,77 have,37 want,N/A
"Philly Joe Jones Sextet - Blues For Dracula (LP, Album, Promo, RE)",$41.99,Rated: 5.00,23 have,48 want,N/A
